,Q14_hrs_all_jobs,Q2_Health,Q49_gender,Q50_age,Q3_Income_vs_5yr_ago,avg_hours_worked,avg_hours_worked_men,avg_hours_worked_women,Q4_Income_vs_5yr_fut,Q11_why_other_job,Q33_have_right_edu,Q62_ever_incarcerated,Q64_personal_income_cleaned,Q65_household_income_cleaned,statename,region
633,44,3,1,55,1,40.8,44.7,36.2,2,,1,0,34000,34000,Indiana,Midwest Region
634,20,2,1,56,1,36.9,38.8,35.1,1,,1,0,15000,15000,New York,Northeast Region
637,44,3,2,66,1,40.1,43.3,36.3,3,,1,0,50000,50000,South Carolina,South Region
638,65,4,2,50,3,38,40.2,35.9,3,,0,0,75000,75000,Ohio,Midwest Region
640,24,4,2,57,3,38.7,41.5,35.5,3,,0,0,15000,103000,Illinois,Midwest Region
641,25,4,1,,3,37.9,39.6,35.9,2,2,0,,,,California,West Region
645,60,5,1,56,2,38.9,40.6,37.2,2,,1,0,48000,,Florida,South Region
647,52,4,2,44,3,38.2,40.3,36.1,3,,1,0,63000,63000,South Carolina,South Region
651,35,3,1,86,1,37.6,39.9,35,2,,1,0,0,85000,Oregon,West Region
652,8,2,2,65,1,38.7,40.9,36.4,3,,0,0,22000,22000,Florida,South Region
654,8,3,2,50,2,37.9,40.4,35.1,2,1,1,0,75000,120000,Illinois,Midwest Region
655,40,3,1,81,2,38.3,41.7,34.4,2,,1,0,55000,60000,Illinois,Midwest Region
658,40,3,2,67,3,37.9,39.6,35.9,2,,1,0,80000,165000,California,West Region
660,50,5,1,55,3,37.9,39.6,35.9,2,,1,0,500000,500000,California,West Region
663,25,4,2,63,1,37.9,39.6,35.9,2,4,1,0,50000,50000,California,West Region
664,50,4,1,52,3,37.9,39.6,35.9,3,,1,0,104000,208000,California,West Region
666,40,4,1,52,3,37.5,40.5,34.3,3,,1,0,137000,165000,Michigan,Midwest Region
667,33,5,1,66,3,38.9,41.4,36,2,4,1,0,100000,200000,New Jersey,Northeast Region
671,50,4,1,60,1,37,39.4,34.5,3,,1,0,,,New York,Northeast Region
673,40,3,2,40,2,37.9,40.7,34.9,3,,0,1,10000,10000,Michigan,Midwest Region
678,49,3,2,69,2,37.5,40.5,34.3,2,,1,0,15889,15889,Michigan,Midwest Region
679,36,4,1,65,2,39.7,42.9,36,2,1,1,0,118000,150000,Kansas,Midwest Region
682,20,4,1,66,2,38.3,40.6,35.9,,1,1,0,7000,28000,Michigan,Midwest Region
684,35,3,2,62,3,39.2,41.9,36.3,3,,0,0,28000,320000,Kentucky,South Region
685,30,3,2,36,3,37,38.9,35,3,,0,1,13000,7200,Georgia,South Region
686,48,4,2,52,1,39,42.4,35.1,2,1,0,0,35000,70000,Nebraska,Midwest Region
689,24,5,2,73,2,38.5,41.3,35.5,1,,1,0,75000,75000,Massachusetts,Northeast Region
691,40,3,2,63,2,38.8,40.8,36.8,1,,1,0,50000,50000,Pennsylvania,Northeast Region
694,40,4,2,25,3,39.5,42.3,36.4,3,,0,0,28000,80000,Nebraska,Midwest Region
696,60,5,1,35,3,40.1,42.7,37.2,3,,1,0,250000,250000,Texas,South Region
699,35,4,2,34,2,39.2,41.1,37.2,3,2,0,0,39000,120000,Florida,South Region
700,50,3,1,63,2,38.7,41.3,35.7,1,,0,0,80000,120000,Florida,South Region
701,50,4,1,52,3,37.2,39.6,34.5,1,,1,0,250000,500000,New York,Northeast Region
702,20,4,1,66,2,38.7,41.1,35.9,1,,1,0,12000,12000,New York,Northeast Region
707,21,4,1,82,1,38.7,40.9,36.4,1,,1,0,12000,80000,Florida,South Region
709,50,4,1,39,1,38.1,40.4,35.4,3,,0,0,132000,132000,California,West Region
712,45,5,2,44,3,37.4,40.3,34.4,3,,1,0,80000,158000,Massachusetts,Northeast Region
720,35,3,2,57,3,38.7,41.4,35.6,2,,1,0,35000,35000,North Carolina,South Region
726,40,3,2,46,3,38.5,41,35.9,3,,1,0,85000,110000,Pennsylvania,Northeast Region
727,40,3,1,56,2,38.2,39.9,36.6,2,,1,0,70000,80000,Pennsylvania,Northeast Region
728,38,5,2,,2,38.7,40.9,36.4,3,1,1,0,,,Florida,South Region
729,40,4,2,62,3,38.5,41.5,35.5,1,,1,0,30000,200000,Massachusetts,Northeast Region
730,30,4,2,53,3,39.3,42.4,35.5,2,,1,0,55000,100000,Virginia,South Region
732,50,2,1,40,3,38.4,39.9,36.6,3,,0,0,2000,30000,Nevada,West Region
733,40,4,2,68,3,39.1,42,36,1,,1,0,65000,65000,New York,Northeast Region
734,25,3,1,69,2,39,42,36,2,,,0,,50000,Kentucky,South Region
735,40,4,1,25,3,38.1,40.4,35.4,3,,0,0,25000,25000,California,West Region
736,50,3,2,23,3,37.9,40.8,34.9,3,1,0,0,36000,230000,Massachusetts,Northeast Region
737,30,2,2,73,2,40.4,42.7,37.8,1,1,1,0,29000,95000,Tennessee,South Region
738,40,5,1,56,2,38.4,41.3,35.1,2,,1,0,100000,100000,Illinois,Midwest Region
740,50,3,1,62,3,40,42.4,37.4,3,,1,0,80000,300000,Texas,South Region
745,48,3,1,62,2,40,43,36.6,1,,1,1,,,Georgia,South Region
748,52,4,1,60,2,38.3,40.8,35.6,2,,1,0,49000,24000,New Jersey,Northeast Region
755,50,5,2,58,2,38.6,40.5,36.6,1,,1,0,46000,,Florida,South Region
756,50,5,2,60,3,38.6,40.9,35.7,1,1,1,0,30000,4000,California,West Region
759,66,3,1,46,3,38.3,40.8,35.7,3,,1,0,66000,66000,Washington,West Region
760,10,5,2,,3,38.3,39.9,36.4,2,,1,0,,,Texas,South Region
761,35,2,1,64,3,38.3,41.7,34.5,2,4,1,0,25000,25000,Oregon,West Region
762,45,4,2,27,3,38.4,39.8,36.8,3,,0,0,110000,230000,Florida,South Region
766,42,2,2,64,2,38.1,40.6,35.2,2,,1,0,12320,50509,Idaho,West Region
767,40,4,1,57,3,38.7,41.5,35.5,2,,1,0,258000,330000,Washington,West Region
768,7,3,3,50,1,40.8,45.3,36.3,2,,1,0,18240,18240,Louisiana,South Region
769,60,4,1,51,3,40,42.6,37,3,2,1,0,165000,165000,Oklahoma,South Region
770,6,4,1,24,3,37.8,39.5,35.9,3,,0,0,4000,50000,Florida,South Region
773,30,4,2,66,1,38.6,41.1,35.8,2,,1,0,,,Missouri,Midwest Region
774,40,4,2,49,3,39.6,41.1,38.1,3,,1,0,126000,300000,Maryland,South Region
775,40,2,1,53,2,39.2,41.1,37.2,2,,1,1,70000,85000,Florida,South Region
777,60,4,1,65,3,38.2,40.6,35.8,2,,1,0,,,Florida,South Region
778,50,5,2,58,3,38.3,40.3,36.2,3,,1,0,,,Florida,South Region
779,45,5,1,55,2,37.9,40.1,35.3,3,,1,0,98000,125000,California,West Region
780,50,3,1,59,2,40.3,43,37.2,2,,1,0,175000,275000,Texas,South Region
781,40,1,1,,1,38,39.7,36.1,3,3,1,1,100,100,Florida,South Region
784,30,3,3,50,2,39.1,39.7,38.4,2,,0,0,14000,130000,South Carolina,South Region
785,40,4,2,57,3,40.1,42.5,37.4,2,,1,0,42000,100000,Texas,South Region
788,60,3,1,50,3,39.3,41.4,36.8,2,1,1,0,90000,90000,Hawaii,West Region
792,45,4,2,64,3,39,41.4,36.3,2,,1,0,80000,150000,Arizona,West Region
793,40,5,2,40,3,38.4,40.2,36.5,3,2,0,1,17000,18000,North Carolina,South Region
795,40,5,2,52,3,37.8,40.8,34.6,3,,1,0,73000,150000,New Jersey,Northeast Region
801,50,4,1,53,3,38.6,41.4,35.1,3,4,1,0,125000,125000,Illinois,Midwest Region
805,46,5,1,63,1,38.7,40.6,36.8,1,4,1,0,170000,305000,Kansas,Midwest Region
810,65,2,2,66,2,39.2,41.4,36.8,2,4,1,0,60000,60000,Maryland,South Region
811,60,4,1,55,3,37.9,39.6,35.9,3,4,1,0,62000,80000,California,West Region
812,70,3,2,46,3,37.3,39,35.2,2,2,1,0,40000,70000,Wisconsin,Midwest Region
814,46,3,1,49,2,39,42,35.8,2,2,1,0,42000,42000,Ohio,Midwest Region
815,20,4,2,67,3,37.4,41.1,33.4,1,4,0,0,10000,30000,Michigan,Midwest Region
818,40,4,1,51,2,37.2,39.7,34.5,2,,1,0,,,Kentucky,South Region
819,70,4,2,49,1,39.2,41.4,36.8,3,,1,0,63000,73000,Maryland,South Region
822,65,3,1,43,3,39.7,43.3,35.8,3,1,1,0,76000,135000,Wisconsin,Midwest Region
824,40,4,3,23,3,38.6,41.8,35,3,,1,0,57000,110000,Connecticut,Northeast Region
828,24,4,2,75,3,38.5,40.3,36.6,1,,1,0,45000,125000,Tennessee,South Region
829,48,4,2,59,2,39.5,42.1,36.6,2,,1,0,75000,120000,Kansas,Midwest Region
834,80,4,2,66,3,36.3,38.6,34,1,,1,0,68000,69000,California,West Region
836,48,4,2,41,2,37.1,40,34,3,4,1,0,62000,75000,New York,Northeast Region
844,40,4,2,64,2,38.6,40.5,36.5,3,2,1,0,45000,,Illinois,Midwest Region
851,45,3,1,61,2,39.3,41.6,36.6,1,,1,0,165000,275000,Virginia,South Region
852,7,4,2,36,3,38.1,39.8,36.3,2,,0,0,16000,16000,Hawaii,West Region
853,45,4,1,55,1,38.2,40.7,35.5,2,,1,0,100000,150000,Pennsylvania,Northeast Region
858,30,3,2,60,3,37.8,39.6,35.9,3,,1,0,12000,40000,Wisconsin,Midwest Region
859,3,5,2,68,1,37.5,40.5,34.3,3,2,1,0,,,Michigan,Midwest Region
862,25,5,1,41,3,38.5,42.5,33.8,3,,1,0,185000,187000,Ohio,Midwest Region
866,48,4,1,61,3,38.9,42.7,34.5,2,,1,0,250000,250000,Ohio,Midwest Region
868,60,5,2,36,3,38.8,41.3,36.2,3,,1,0,70000,70000,North Carolina,South Region
869,44,2,1,64,3,37.3,39.7,34.7,1,,1,0,60000,60000,Michigan,Midwest Region
875,40,4,2,53,3,39.3,42.6,35.3,3,,1,0,51000,203000,Tennessee,South Region
877,8,4,2,76,1,37.8,40.8,34.6,2,,1,0,14000,80000,Massachusetts,Northeast Region
878,39,2,1,54,2,38.4,41.3,35.2,2,2,1,0,130000,130000,New York,Northeast Region
882,42,3,2,31,3,39.5,42.6,36.1,3,4,1,0,55000,135000,Indiana,Midwest Region
885,40,3,2,40,3,38.4,40.8,35.8,3,,1,0,75000,140000,Minnesota,Midwest Region
888,50,3,2,37,3,39.6,42.5,36.4,3,,1,0,108000,179000,West Virginia,South Region
889,28,3,1,55,3,38.3,41,35.5,3,,0,0,12500,12500,Illinois,Midwest Region
891,40,5,3,57,3,38.6,40.5,36.5,2,,1,0,23000,37000,Virginia,South Region
892,90,4,1,50,3,40.1,43.3,36.4,3,2,1,0,115000,115000,Texas,South Region
893,60,3,2,28,3,40.5,42,38.9,3,1,1,0,10000,50000,Georgia,South Region
894,30,2,1,63,1,37.2,39.6,34.7,2,,1,1,10000,22000,Vermont,Northeast Region
895,40,4,2,65,3,37.2,39.6,34.7,1,,1,0,65000,65000,Vermont,Northeast Region
898,40,4,1,31,3,38.8,40.9,36.4,3,,1,0,50000,110000,Washington,West Region
901,50,5,1,37,3,38.7,41.5,35.5,3,,1,0,80000,110000,Illinois,Midwest Region
902,45,4,2,31,3,37.7,40.2,35,3,,1,0,65000,120000,Michigan,Midwest Region
905,57,1,2,47,3,38.3,39.8,36.9,2,4,1,0,90000,200000,Missouri,Midwest Region
906,37,3,2,51,2,40,44.1,35.5,2,,1,0,28500,53400,Illinois,Midwest Region
907,50,4,1,52,3,38.6,40.6,36.2,1,,1,0,550000,575000,California,West Region
908,40,5,1,57,3,38.4,40.8,35.8,3,,1,0,120000,165000,West Virginia,South Region
912,37,4,2,50,3,39.3,42.2,34.9,3,,1,0,40100,40100,Texas,South Region
914,55,4,1,41,1,39,41.8,35.9,3,,1,0,120000,180000,Pennsylvania,Northeast Region
915,36,3,2,24,3,38.8,41.4,36.2,2,,1,0,40000,85000,Oklahoma,South Region
917,40,5,1,64,3,37.5,40.1,34.7,1,,1,0,56000,56000,Washington,West Region
918,40,4,2,50,3,37.8,39.5,35.9,3,,1,0,72000,110000,Florida,South Region
920,50,4,1,41,3,38.5,40.7,36.3,3,,1,0,180000,180000,Louisiana,South Region
921,35,4,1,59,3,38.4,39.9,36.6,3,,1,0,90000,90000,Nevada,West Region
925,20,3,1,19,3,36.9,39.2,34.2,3,,1,0,5000,5000,Texas,South Region
926,60,3,2,50,2,38.1,40.2,35.8,2,1,1,0,43000,54000,New York,Northeast Region
928,40,3,2,63,2,39.3,41.1,37.3,2,,1,0,40000,125000,Florida,South Region
929,75,5,1,47,3,38.9,41.4,36.2,3,,1,0,700000,750000,Kansas,Midwest Region
931,42,4,1,49,1,37.8,40.2,35.3,2,2,1,0,240000,240000,Illinois,Midwest Region
936,30,4,2,40,2,39.2,42.1,36.4,3,,0,0,24000,24000,Louisiana,South Region
938,8,4,1,65,3,37.5,40.1,34.5,2,,1,0,5000,90000,California,West Region
942,60,5,1,72,2,36.8,41.3,31.7,2,4,1,0,70000,70000,Idaho,West Region
943,12,4,2,62,1,36.3,37.8,34.8,3,,1,0,8000,60000,Florida,South Region
945,50,4,2,48,3,38.8,41.1,36.3,3,,1,0,150000,150000,New Jersey,Northeast Region
946,50,3,1,64,2,37.6,39.6,35.6,3,,1,0,35000,45000,North Carolina,South Region
948,40,5,1,43,3,40.1,44,35.4,3,,0,0,32000,35000,Minnesota,Midwest Region
951,53,4,2,46,3,39.3,41.4,36.8,2,4,1,0,40000,100000,Hawaii,West Region
953,60,5,1,65,1,37.8,39.5,35.9,3,,0,0,15000,15000,Florida,South Region
955,40,4,2,55,2,40.1,44.5,35,1,,1,0,40000,100000,South Dakota,Midwest Region
956,40,3,1,39,3,38.1,40.4,35.4,3,,1,0,96000,170000,California,West Region
957,44,4,1,26,3,35.4,37.7,32.7,3,,0,0,55000,85000,Idaho,West Region
960,20,5,1,71,2,38.8,41.1,36.4,2,,1,0,20500,70000,North Carolina,South Region
962,48,4,1,54,1,39.8,42.2,37.3,3,,1,0,50000,150000,North Carolina,South Region
963,60,4,2,47,3,38.9,42.1,35.3,3,,1,0,55000,120000,North Carolina,South Region
964,7,5,2,74,3,40.8,44.4,36,2,,1,0,44500,44500,Idaho,West Region
968,45,3,1,24,3,38.3,40.4,36,3,,1,0,34393,34393,Tennessee,South Region
969,44,3,1,59,3,39,41.2,36.7,1,,1,0,110000,165000,Virginia,South Region
971,45,3,2,65,3,38.4,40.8,35.4,1,,1,0,95000,125000,Washington,West Region
972,30,3,1,68,2,39.1,41.6,36.6,1,,1,0,250000,275000,Missouri,Midwest Region
974,40,5,2,57,3,41.9,47,35.1,3,4,1,0,16000,56000,Texas,South Region
975,40,5,1,31,3,38.8,40.7,36.7,3,,1,0,55000,120000,Arizona,West Region
977,40,4,1,56,3,39.5,42.1,36.6,3,,1,0,,,Kansas,Midwest Region
978,10,3,2,35,2,38.7,41.5,35.5,3,,1,0,6000,6000,Illinois,Midwest Region
979,50,5,2,40,3,39.5,43.4,35.1,2,,1,0,72000,72000,Minnesota,Midwest Region
982,40,2,1,53,3,41.4,44.4,37.9,1,,1,0,110000,150000,Texas,South Region
983,40,3,1,60,3,38.5,41.1,35.5,3,,1,0,35000,70000,Pennsylvania,Northeast Region
985,40,5,1,49,3,38.6,40.5,36.5,3,,1,0,100000,,Illinois,Midwest Region
986,58,3,1,49,3,38.7,41.5,35.5,3,,0,0,70000,105000,Illinois,Midwest Region
988,50,5,2,61,2,38,41.6,34.2,2,,1,0,135000,150000,Wisconsin,Midwest Region
990,40,4,1,58,3,38.2,41.5,34.7,3,,1,0,70000,100000,Ohio,Midwest Region
992,45,3,1,62,1,37.7,40.1,35.1,1,2,1,0,50000,50000,Ohio,Midwest Region
994,30,4,2,53,3,40.9,43.8,37.5,3,4,1,0,,,Indiana,Midwest Region
995,24,4,1,58,1,37.5,39.4,35.5,1,,1,0,,,Arizona,West Region
996,55,3,1,56,1,38.2,40.7,35.4,3,1,0,0,100000,150000,Oklahoma,South Region
1001,50,4,2,64,3,38.6,41.6,35.4,1,,1,0,190000,190000,Minnesota,Midwest Region
1002,38,4,2,63,3,39.3,41.9,36.1,2,,1,0,38000,175000,Minnesota,Midwest Region
1003,40,3,3,42,2,42.1,46.9,37.1,2,,0,0,22000,32000,Mississippi,South Region
1005,50,4,2,63,2,39.2,41.9,36.3,2,,1,0,50000,85000,Minnesota,Midwest Region
1006,50,4,2,55,3,37.9,39.6,35.9,1,,1,0,,,California,West Region
1007,15,4,2,48,3,38.7,40.6,36.6,3,1,1,0,,,California,West Region
1008,40,3,2,40,3,40.4,42.7,37.5,3,,1,0,45000,45000,Texas,South Region
1011,40,4,1,56,3,38.9,41.3,35.9,2,,1,0,64000,85000,California,West Region
1012,30,4,2,74,2,37.1,39.4,34.4,1,,1,0,,,California,West Region
1013,50,4,2,41,3,38.2,40.5,35.4,3,,1,0,185000,185000,California,West Region
1019,45,3,1,59,3,40.4,42.7,37.5,2,,1,0,73000,73000,Texas,South Region
1020,40,5,1,45,3,38.4,40.9,35.7,3,,0,0,110000,170000,Pennsylvania,Northeast Region
1021,30,4,2,60,2,32.5,34.1,31.1,2,,1,0,50000,50000,Virginia,South Region
1023,18,2,2,66,2,39.4,42.4,35.8,1,,1,0,13000,13000,Colorado,West Region
1025,40,4,1,70,2,38,40.1,36,1,,1,0,59000,70000,Massachusetts,Northeast Region
1027,40,3,2,59,3,38.7,40.8,36.3,1,,1,0,36000,,Maryland,South Region
1028,50,4,2,50,3,39.7,42.1,37.1,3,,1,0,67000,100000,Iowa,Midwest Region
1029,45,5,2,60,3,38.8,41,36.4,1,,1,0,82000,3600,Nebraska,Midwest Region
1030,45,4,1,48,3,38.4,39.8,36.8,2,2,1,0,32000,32000,Florida,South Region
1033,40,4,2,50,1,38.4,40.6,36.3,3,,0,0,33000,97000,North Carolina,South Region
1036,24,5,1,56,3,38.8,41.6,36.2,3,4,1,0,100000,150000,West Virginia,South Region
1038,50,3,2,29,3,37.1,39.9,33.9,3,1,0,0,50000,96000,New York,Northeast Region
1040,45,4,1,52,3,38.8,41.1,36.3,1,,1,0,162000,260000,New Jersey,Northeast Region
1041,42,4,2,50,3,39.3,41.4,36.8,3,,1,0,,,Hawaii,West Region
1043,29,2,2,63,2,39.4,41.8,36.5,2,,1,0,14000,33000,West Virginia,South Region
1045,50,5,1,27,3,38.3,40.3,36.2,3,,1,0,90000,90000,Minnesota,Midwest Region
1046,40,3,1,40,3,38.4,39.9,36.6,3,,1,0,200000,220000,Nevada,West Region
1047,10,2,2,43,3,38.8,40.7,36.7,3,4,1,0,40000,90000,Arizona,West Region
1048,4,2,1,78,2,36.6,39.9,33,2,4,1,0,60000,60000,Idaho,West Region
1050,30,3,1,64,1,39.7,41.4,37.7,1,1,1,0,17000,25000,Colorado,West Region
1056,50,2,1,55,3,38.1,40.4,35.5,3,,1,0,37000,75000,California,West Region
1058,66,5,1,63,3,41.5,44.1,38.1,3,,1,0,50000,82000,Oklahoma,South Region
1064,45,4,1,75,1,37.4,39.6,35.1,2,2,1,0,120000,120000,New York,Northeast Region
1066,40,3,1,34,1,37.8,39.6,35.9,2,,0,0,70000,70000,Wisconsin,Midwest Region
1071,50,4,2,44,2,37.9,39.9,35.6,2,,1,0,55000,55000,Nevada,West Region
1072,40,5,2,30,3,38.6,40.6,36.2,3,,1,0,50000,200000,California,West Region
1075,50,4,1,46,3,39.8,42,37.4,3,,1,0,78000,108000,Oklahoma,South Region
1078,30,3,2,57,1,38.1,42.3,33.9,2,,1,0,15000,,Michigan,Midwest Region
1079,40,2,3,,3,38.7,41.4,36,3,,1,,,,Georgia,South Region
1084,40,4,2,50,2,39.7,43.2,35.8,2,,1,0,,,Louisiana,South Region
1087,40,3,2,27,3,38.4,41.1,34.8,3,,1,0,80000,110000,California,West Region
1088,80,4,2,47,2,36.8,39.2,34.3,2,,0,0,22000,22000,Montana,West Region
1089,40,4,1,61,3,39.7,42.3,36.8,2,,1,0,55000,95000,Georgia,South Region
1091,40,3,2,49,2,36.3,37.8,34.8,3,1,0,0,0,,Florida,South Region
1094,35,3,1,67,1,38.5,41,35.9,2,,1,0,26000,26000,Pennsylvania,Northeast Region
1096,30,4,1,72,2,38.7,41.4,35.6,2,,1,0,65000,85000,North Carolina,South Region
1098,40,2,1,66,2,38.9,41.1,36.9,1,,1,0,140000,230000,Virginia,South Region
1100,40,4,2,31,2,38.7,40.7,36.7,3,,1,0,,,Kentucky,South Region
1101,120,2,2,61,2,38.1,40.4,35.7,2,,1,0,49000,49000,Michigan,Midwest Region
1102,40,5,2,46,3,38.6,41.4,35.3,2,,1,0,85000,200000,Washington,West Region
1104,28,4,2,63,3,37.8,40.9,34.5,2,,1,0,51913,132694,Maine,Northeast Region
1106,50,4,1,57,1,39.3,42.6,35.3,3,4,1,0,,,Tennessee,South Region
1109,20,4,1,54,3,39.6,42.4,36,3,,1,1,1150,34000,Indiana,Midwest Region
1110,50,4,1,29,3,38.8,40.9,36.4,3,,1,0,140000,140000,Washington,West Region
1111,60,2,1,32,2,38.1,40.7,35,3,4,1,0,50000,98000,Utah,West Region
1112,35,5,1,60,2,38.8,40.9,36.4,3,,1,0,30000,30000,Washington,West Region
1114,12,4,2,63,1,38.8,40.9,36.4,3,,1,0,25000,100000,Washington,West Region
1115,40,2,1,52,1,39.4,41.8,36.4,3,,1,1,20000,25000,Colorado,West Region
1116,40,4,2,41,1,38.2,40.9,35,3,,1,0,42000,84000,Washington,West Region
1117,40,4,2,64,2,37.8,40.2,34.8,2,,1,0,,,California,West Region
1118,42,4,2,31,3,39.6,41.4,37.5,3,2,1,0,36000,36000,Louisiana,South Region
1121,40,3,3,59,3,37.6,39.2,36.1,3,,1,0,0,49995,Virginia,South Region
1124,40,3,2,36,3,38.7,41.5,35.8,3,,0,0,43000,90000,Maine,Northeast Region
1125,40,3,1,47,2,35.1,36.8,32.8,2,,0,0,23000,23000,Michigan,Midwest Region
1130,37,4,2,32,3,38,39.8,36,3,,1,0,80000,275000,California,West Region
1131,20,3,2,71,1,38.7,40.5,36.9,1,,1,0,,,New York,Northeast Region
1133,40,2,1,48,3,37.9,39.6,35.9,3,,0,1,39000,90000,California,West Region
1137,40,4,1,58,3,38.3,40.3,36.2,2,,1,0,144000,144000,Minnesota,Midwest Region
1139,20,3,1,70,3,37.2,38.2,35.8,2,,1,0,45000,110000,Missouri,Midwest Region
1142,12,3,2,49,1,37.9,39.6,35.9,3,3,1,0,6000,6000,California,West Region
1144,40,3,1,58,3,39.1,42.7,35.1,1,,1,0,191000,310000,Texas,South Region
1146,10,3,1,66,1,39.2,42.1,35.7,2,,1,0,12000,30000,Texas,South Region
1149,48,5,2,30,3,40.5,43.8,36.9,3,2,1,0,65000,150000,Louisiana,South Region
1151,40,3,2,59,3,38.6,40.3,37,1,,0,1,43000,55000,Indiana,Midwest Region
1152,40,4,2,54,3,37.7,40,35.3,3,,1,0,48000,133000,Wisconsin,Midwest Region
1153,4,2,1,69,2,37.2,39.5,34.7,1,,1,0,76600,76600,New Mexico,West Region
1154,39,4,2,54,2,39.3,42.6,35.6,2,,1,0,18000,98000,Ohio,Midwest Region
1156,50,5,3,60,3,38.5,41.1,35.6,3,,1,0,,,California,West Region
1164,10,3,1,63,3,37.9,39.6,35.9,2,,0,0,100000,100000,California,West Region
1165,45,3,1,58,3,38.1,40.4,35.4,1,2,0,0,130000,270000,California,West Region
1166,40,2,1,28,3,38.1,40.4,35.4,3,,0,0,50000,85000,California,West Region
1167,40,3,2,29,3,39.3,41.9,36.3,3,,0,0,40500,40500,Illinois,Midwest Region
1168,45,4,2,45,2,37.7,40.6,34.6,2,,1,0,,,Minnesota,Midwest Region
1169,22,2,1,70,1,38.2,40.7,35.5,1,,0,0,9000,9000,Pennsylvania,Northeast Region
1171,40,3,1,50,3,39.8,42.3,37.1,3,,1,0,60000,60000,Mississippi,South Region
1174,50,5,1,39,3,39.8,42.2,37,3,,1,1,275000,500000,Virginia,South Region
1175,20,5,2,20,1,43.4,48.8,36.2,3,4,0,0,,,North Dakota,Midwest Region
1180,40,3,2,65,2,40,42.2,37.8,1,,1,0,22000,,Missouri,Midwest Region
1181,52,3,1,47,3,39.7,42.3,37.4,3,,1,0,64000,109000,Georgia,South Region
1183,30,4,1,34,3,39.1,40.7,37.4,3,4,1,0,180000,230000,Georgia,South Region
1185,16,5,1,73,1,37.4,39.2,35.5,2,,1,0,80000,150000,California,West Region
1186,25,3,1,40,1,38.6,40.5,36.6,3,,1,0,10000,10000,Florida,South Region
1195,48,4,3,65,2,39.3,42.3,35.9,3,,1,0,,,Illinois,Midwest Region
1196,60,5,1,66,3,42.4,46.1,37.1,2,,1,0,60000,80000,Oklahoma,South Region
1198,55,5,1,70,3,36.9,38.8,35.1,3,4,1,0,,,New York,Northeast Region
1200,12,3,1,,2,38,40.2,35.9,1,,1,0,20000,20000,Ohio,Midwest Region
1201,13,5,2,58,2,38.5,40.6,36.4,2,4,0,0,8000,8000,Missouri,Midwest Region
1202,15,4,2,66,1,38.4,42.2,34.2,2,,1,0,,,Pennsylvania,Northeast Region
1204,40,3,2,59,2,39.1,41.4,36.9,1,,1,0,15000,15500,Alabama,South Region
1206,50,4,1,52,3,38.3,40.2,36.3,3,,1,0,,90000,New York,Northeast Region
1210,40,5,2,55,2,37.9,39.6,35.9,1,,1,0,90000,210000,California,West Region
1211,70,4,1,46,2,39.2,41.5,36.8,3,,1,0,85000,85000,North Carolina,South Region
1213,16,3,2,45,2,38.5,40.6,36.3,3,2,1,0,35000,55000,Georgia,South Region
1215,38,5,1,69,3,37.6,39.5,35,2,,1,0,52000,52000,Ohio,Midwest Region
1216,40,4,2,46,3,39.4,41.8,36.6,3,,0,0,32000,100000,Tennessee,South Region
1217,40,4,1,56,3,37.6,39.8,35.3,1,,1,0,150000,170000,New York,Northeast Region
1221,60,3,1,72,3,38.3,41.1,35.2,3,,1,0,110000,150000,New York,Northeast Region
1222,50,4,3,59,3,38.4,39.8,36.8,3,,1,0,,,Florida,South Region
1226,60,4,1,63,3,37.5,41.2,33.5,1,,1,0,79000,128000,Iowa,Midwest Region
1227,10,3,2,36,1,40.7,44,36.7,3,1,0,1,,,Iowa,Midwest Region
1228,20,3,2,55,1,40.2,42.1,38,2,,1,0,15000,100000,Indiana,Midwest Region
1229,40,5,2,44,3,38.7,40.8,36.4,3,,1,0,42000,143000,West Virginia,South Region
1238,20,4,2,60,2,38.8,40.8,36.8,2,,1,0,20000,85000,Pennsylvania,Northeast Region
1239,40,4,2,59,2,38.9,41.4,36,3,,1,0,,,New Jersey,Northeast Region
1242,42,2,1,50,2,38.6,41.4,35.6,2,2,0,0,34000,34000,Wisconsin,Midwest Region
1243,10,3,1,72,3,38.5,41.4,35.2,3,2,1,0,300000,450000,New York,Northeast Region
1248,40,4,2,27,3,38.1,40.4,35.7,3,,0,0,30000,70000,Michigan,Midwest Region
1249,50,4,1,48,3,37.7,40.3,35,3,,0,0,50000,80000,Michigan,Midwest Region
1250,50,5,2,49,3,35.3,37.3,33.2,2,,1,0,150000,300000,Illinois,Midwest Region
1252,27,3,1,65,1,39,42.6,34.9,3,2,1,1,16000,16000,Michigan,Midwest Region
1254,33,3,2,51,3,37.9,40.6,35.2,3,,1,0,,,Ohio,Midwest Region
1255,40,3,2,64,3,37.9,40.6,35.2,3,,1,0,35000,35000,Ohio,Midwest Region
1257,60,4,1,59,2,37.9,40.6,35.2,3,2,1,0,150000,150000,Ohio,Midwest Region
1258,50,4,1,65,3,37.7,40.5,34.5,2,,1,0,80000,89000,Michigan,Midwest Region
1261,32,3,1,66,3,38.3,41.1,35.2,2,,1,1,30000,45000,Indiana,Midwest Region
1265,41,4,1,33,3,37.3,39.5,35,3,4,1,0,60000,85000,Rhode Island,Northeast Region
