,Q14_hrs_all_jobs,Q2_Health,Q49_gender,Q50_age,Q3_Income_vs_5yr_ago,avg_hours_worked,avg_hours_worked_men,avg_hours_worked_women,Q4_Income_vs_5yr_fut,Q11_why_other_job,Q33_have_right_edu,Q62_ever_incarcerated,Q64_personal_income_cleaned,Q65_household_income_cleaned,statename,region
4856,,4,1,63,1,38.8,41.1,36.2,3,,,0,13000,13000,Colorado,West Region
4857,60,4,1,54,3,37.8,40,35.5,3,,1,0,45000,90000,Ohio,Midwest Region
4858,,3,3,28,1,37.1,40.2,33.7,3,,,0,30000,55000,Ohio,Midwest Region
4859,50,3,2,27,3,42.4,44.6,40.3,3,,0,0,81000,81000,New York,Northeast Region
4860,,3,1,20,3,38.6,40.9,35.7,2,,,0,2000,20000,California,West Region
4861,44,3,1,30,3,38.8,40,37.7,3,,0,0,55000,55000,Maryland,South Region
4862,,1,2,59,3,37.3,41,33,2,,,0,0,2740000,Michigan,Midwest Region
4863,2,4,1,75,2,40,42.8,36.7,1,,1,0,,,Missouri,Midwest Region
4864,,2,2,76,2,38.8,40.7,36.7,2,,,0,0,22000,Arizona,West Region
4865,16,4,1,67,2,43.1,47.9,36.7,1,4,1,0,,,Texas,South Region
4866,,2,2,66,1,34.7,37.2,32.1,1,,,0,30000,40000,Oregon,West Region
4867,20,3,2,66,1,38.6,41.6,35.5,1,,1,0,50000,80000,Connecticut,Northeast Region
4868,,3,1,70,2,39.2,41.1,37,1,,,0,0,0,Florida,South Region
4869,46,1,1,40,3,40.4,42.7,37.5,2,,1,0,60000,70000,Texas,South Region
4870,20,4,2,37,3,38.3,39.9,36.4,3,,0,0,20000,70000,Texas,South Region
4871,40,3,1,34,1,38.6,40.3,37,3,,1,0,45000,85000,Indiana,Midwest Region
4872,40,3,1,42,3,37.9,39.6,35.9,2,2,1,0,95000,95000,California,West Region
4873,65,4,1,39,2,38.1,41.6,34.6,2,1,1,0,46000,90000,Maine,Northeast Region
4874,55,3,1,42,3,35.8,37.3,34.1,3,4,1,0,41000,164000,Alabama,South Region
4875,20,4,1,38,2,39.8,42.9,36.4,3,,1,1,35000,95000,Kentucky,South Region
4876,,3,2,63,1,38.7,41.1,35.9,2,,,,,,New York,Northeast Region
4877,40,5,1,44,2,40.1,44,35.4,3,,0,0,33000,38000,Minnesota,Midwest Region
4878,48,4,1,51,3,39.9,42.3,37.2,2,4,1,0,98000,175000,Texas,South Region
4879,50,,1,58,3,38.5,40.7,36.3,3,,1,0,98000,130000,Louisiana,South Region
4880,40,3,2,62,3,39.2,41.9,36.3,1,,0,0,28000,320000,Kentucky,South Region
4881,40,4,2,41,2,39.7,41.4,37.7,2,,1,0,49000,117000,Colorado,West Region
4882,50,5,2,42,1,36.6,38.8,34.1,2,,1,0,30000,60000,New York,Northeast Region
4883,,3,2,40,1,35.6,37.1,34.1,3,,,0,17000,25000,New Mexico,West Region
4884,3,4,2,38,3,37.9,40.8,34.9,3,,1,0,300,150000,Massachusetts,Northeast Region
4885,,4,2,50,2,38.2,41,35.3,3,,,0,0,90000,Arkansas,South Region
4886,42,3,2,27,1,39.7,42.3,36.8,3,4,1,0,21000,91000,Georgia,South Region
4887,,3,2,62,2,37.6,39.9,35,2,,,0,0,32000,Oregon,West Region
4888,37,3,1,73,3,39.1,41,37.2,1,,1,,120000,140000,Tennessee,South Region
4889,,4,2,63,1,38.6,41.4,35.6,2,,,0,0,38000,Wisconsin,Midwest Region
4890,40,5,2,48,3,37.8,39.6,35.9,3,,1,0,100000,165000,Wisconsin,Midwest Region
4891,4,3,2,40,2,39,41,36.9,3,,1,0,7500,80000,Missouri,Midwest Region
4892,55,3,1,49,2,40.5,43.3,37.2,2,,1,0,105000,105000,Texas,South Region
4893,56,5,2,45,3,38.7,40.6,36.8,3,2,1,0,60000,85000,Kansas,Midwest Region
4894,,5,1,64,2,38.1,40.6,35.2,2,,,0,0,45000,Idaho,West Region
4895,40,5,3,38,3,38.6,40.7,36.2,3,,1,0,0,,Missouri,Midwest Region
4896,45,3,2,44,3,38.3,40.2,36.4,3,,1,0,77000,77000,Delaware,South Region
4897,,3,2,27,3,38.7,40.4,37.1,3,,,1,0,0,Georgia,South Region
4898,45,3,2,40,1,39.1,41.6,36.3,3,,0,0,25000,25000,North Carolina,South Region
4899,,4,2,68,2,38.7,40.9,36.4,2,,,0,0,100000,Florida,South Region
4900,50,5,2,61,3,35.7,38.7,32.5,2,2,1,0,150000,280000,Washington,West Region
4901,45,5,1,59,3,37.9,40.6,34.9,3,,1,0,0,0,Maine,Northeast Region
4902,,3,2,50,3,38.8,40.7,36.7,3,,,0,0,250000,Arizona,West Region
4903,,3,2,50,3,40,43,36.6,2,,,0,0,18000,Nebraska,Midwest Region
4904,45,4,1,34,3,38.8,41.1,36.2,3,4,1,0,130000,130000,New Jersey,Northeast Region
4905,16,4,2,60,1,38.5,41,35.9,1,,0,0,7200,28200,Pennsylvania,Northeast Region
4906,55,5,1,70,2,39,42.6,34.9,2,4,1,0,,,Michigan,Midwest Region
4907,,2,2,43,2,38,41.3,34.5,3,,,,,,Ohio,Midwest Region
4908,40,4,2,38,3,40.1,41.5,38.9,3,,0,0,110000,330000,District of Columbia,South Region
4909,45,4,2,58,3,39.2,41.5,36.5,3,,1,0,75000,200000,Kansas,Midwest Region
4910,45,3,1,53,1,39.8,44.3,34.5,1,,1,1,41500,41500,Montana,West Region
4911,55,4,1,29,3,39.8,42.7,36.5,3,,0,0,49000,49000,Indiana,Midwest Region
4912,45,3,2,52,3,38.9,41.2,36.4,3,,1,0,21000,90000,Illinois,Midwest Region
4913,40,5,1,44,3,38.6,41.6,35.1,3,,1,0,175000,200000,Oregon,West Region
4914,40,5,1,44,3,37.8,40.2,35.1,3,,1,0,100000,250000,Pennsylvania,Northeast Region
4915,,4,2,21,3,37.8,39.5,35.9,3,,,0,0,65000,Florida,South Region
4916,,3,1,69,1,37.9,39.6,35.9,3,,,0,0,63000,California,West Region
4917,50,3,2,36,3,41,42.5,39.6,2,4,1,0,150000,280000,Virginia,South Region
4918,60,1,1,55,1,37.8,39.6,35.9,1,,0,0,55000,110000,Wisconsin,Midwest Region
4919,,4,2,70,2,37.5,40.1,34.7,2,,,0,45000,45000,Washington,West Region
4920,50,4,2,27,3,37.5,40.4,34.1,3,1,1,0,32000,65000,Colorado,West Region
4921,40,4,1,32,3,39.1,41.7,36,3,,1,1,18200,36400,Indiana,Midwest Region
4922,54,4,1,53,3,38.4,41.3,35.1,2,,1,0,115000,125000,Illinois,Midwest Region
4923,40,4,2,,2,39,41.2,36.7,1,2,0,0,20000,25000,Virginia,South Region
4924,60,4,1,59,3,38.4,40.6,36.3,3,,1,0,130000,200000,North Carolina,South Region
4925,5,2,2,26,1,35.8,38.1,33.2,2,,0,0,2500,2500,California,West Region
4926,,3,2,52,2,38.9,41.1,36.9,2,,,1,0,0,Virginia,South Region
4927,68,3,,59,2,38.5,41,35.9,2,,1,0,,,Pennsylvania,Northeast Region
4928,,4,1,84,3,40,42.8,36.9,3,,,0,0,75000,Mississippi,South Region
4929,40,3,1,49,3,39,42.4,35.2,3,,0,0,55000,120000,West Virginia,South Region
4930,,5,1,21,1,37.9,39.6,35.9,3,,,0,0,0,California,West Region
4931,8,3,2,64,2,42.3,46.2,37.4,2,2,1,0,4500,30000,Wyoming,West Region
4932,20,4,2,28,2,38.4,39.8,36.8,3,,0,0,16000,16000,Florida,South Region
4933,50,4,1,44,2,38.8,40.5,37.2,2,,0,0,30000,60000,Louisiana,South Region
4934,,3,2,64,1,38.3,41,35.5,2,,,0,0,50000,Illinois,Midwest Region
4935,,4,2,55,2,37.9,39.6,35.9,2,,,0,0,45000,California,West Region
4936,50,5,2,64,3,39,41.4,36.4,2,,1,0,,,South Dakota,Midwest Region
4937,50,5,2,22,3,38.3,40.3,36.2,3,,1,0,40000,65000,Minnesota,Midwest Region
4938,45,3,2,58,2,39.3,41.6,36.6,2,,1,0,140000,140000,Virginia,South Region
4939,15,4,1,53,2,40.1,41.7,38.4,2,,1,1,0,25000,California,West Region
4940,,1,1,60,1,38.8,40.7,36.7,2,,,0,0,40000,Arizona,West Region
4941,,4,1,64,1,38.7,41.4,36,1,,,0,0,3800,Florida,South Region
4942,37,4,2,54,3,38.9,41.4,36,1,,1,0,,,New Jersey,Northeast Region
4943,40,3,2,57,3,39.2,41.7,36.4,1,,0,0,55000,55000,Iowa,Midwest Region
4944,45,5,2,56,1,38.6,41.1,35.8,2,4,1,0,70000,90000,Missouri,Midwest Region
4945,45,3,1,30,3,39,40.6,37.2,2,,1,0,,,Oklahoma,South Region
4946,48,5,3,47,3,41,44.5,37.1,3,,1,0,60000,60000,Texas,South Region
4947,50,3,1,59,3,38,40.2,35.9,3,,1,0,150000,225000,Ohio,Midwest Region
4948,45,4,1,37,3,38.8,40.7,36.7,3,4,1,0,100000,100000,New York,Northeast Region
4949,40,3,2,35,3,39.3,41.3,37.1,3,,1,0,30000,35000,Texas,South Region
4950,20,2,2,60,2,38.6,41.6,35.1,2,,1,0,500,80000,Oregon,West Region
4951,48,4,2,50,3,38.8,40.8,36.8,2,,1,0,110000,150000,Pennsylvania,Northeast Region
4952,40,3,1,60,2,37.9,39.6,35.9,3,1,1,0,17000,17000,California,West Region
4953,60,2,1,43,2,38.8,41.1,36.2,3,,1,0,250000,300000,New Jersey,Northeast Region
4954,,3,1,70,2,39.1,42.3,35.6,1,,,0,60000,150000,New York,Northeast Region
4955,40,4,1,26,3,40.1,41.5,38.9,3,,1,0,95000,115000,District of Columbia,South Region
4956,40,3,2,42,3,38.5,41.9,35,3,,1,0,50000,105000,Minnesota,Midwest Region
4957,45,4,1,64,3,38.4,41.2,35.6,2,,1,0,120000,150000,Virginia,South Region
4958,24,4,2,59,1,38.6,40.9,35.7,1,1,1,0,0,,California,West Region
4959,42,4,1,31,2,38.1,40.7,35,3,4,1,0,40000,145000,Utah,West Region
4960,40,4,2,53,3,38.9,42.3,35.1,2,,0,0,90000,90000,Pennsylvania,Northeast Region
4961,40,3,2,22,3,39.3,41.6,36.7,3,,1,0,22000,40000,Missouri,Midwest Region
4962,,3,1,75,2,38.8,42.9,34,2,,,0,0,87000,Ohio,Midwest Region
4963,80,2,1,53,3,37.8,39.8,35.7,3,,1,0,120000,120000,California,West Region
4964,60,4,1,41,3,39.7,42.3,36.8,3,4,1,0,60000,60000,Tennessee,South Region
4965,,3,1,67,1,38.6,41.8,35.1,3,,,0,0,1000,Wisconsin,Midwest Region
4966,40,4,1,55,1,39.9,42.3,37.2,3,,1,0,60000,60000,Texas,South Region
4967,43,3,2,39,3,38.4,41.3,35.2,3,,1,0,65000,130000,Wisconsin,Midwest Region
4968,70,4,2,30,3,38.7,40.5,36.9,2,4,1,0,43000,112000,New York,Northeast Region
4969,45,,2,35,,38.1,40.4,35.4,,,1,0,100000,180000,California,West Region
4970,,4,2,45,2,38.6,40.3,36.7,3,,,0,20000,60000,Florida,South Region
4971,72,2,2,61,1,37.4,39.9,34.6,1,1,1,0,65000,65000,New York,Northeast Region
4972,,4,2,64,1,35.8,38.3,33.2,2,,,0,0,25000,Oregon,West Region
4973,,3,2,55,1,39.9,42.3,37.2,2,,,0,11000,30000,Texas,South Region
4974,42,2,1,26,2,38.5,41.3,35.6,3,,0,0,33000,49000,Idaho,West Region
4975,65,4,1,48,2,39.3,41.9,36.3,3,,1,0,,,Illinois,Midwest Region
4976,40,4,1,48,3,39.6,42,36.9,3,,1,0,240000,240000,Oklahoma,South Region
4977,,2,1,66,2,38.9,41,36.6,2,,,0,15000,15900,Ohio,Midwest Region
4978,40,3,1,54,3,38.8,41.1,36.3,3,,1,0,39000,70000,New Jersey,Northeast Region
4979,,4,1,73,2,37.7,40.2,35.2,2,,,0,0,250000,North Carolina,South Region
4980,,3,1,59,3,38.5,40.6,36.4,3,,,0,0,100000,Missouri,Midwest Region
4981,40,3,2,31,3,39.2,42.4,35.3,3,,0,0,39700,60000,Michigan,Midwest Region
4982,42,4,1,27,3,37.9,39.6,35.9,3,,1,0,62000,90000,California,West Region
4983,60,3,1,44,3,39,42.8,34.8,3,2,1,0,80000,120000,Michigan,Midwest Region
4984,50,3,1,48,3,39.9,42.5,37,3,,1,0,108000,140000,Tennessee,South Region
4985,35,4,2,39,1,39.7,41.4,37.7,3,1,0,0,30000,125000,Colorado,West Region
4986,24,4,2,57,2,38.5,41.3,35.5,2,,1,0,,,Massachusetts,Northeast Region
4987,,3,2,69,1,39.4,41.8,36.7,2,,,0,0,28000,Colorado,West Region
4988,50,4,1,62,1,38.2,41,34.9,1,,1,1,45000,50000,Michigan,Midwest Region
4989,40,4,1,50,3,38,39.8,36,2,,1,0,,,California,West Region
4990,,3,2,67,2,39.9,41.8,37.7,3,,,0,0,0,Texas,South Region
4991,,2,2,86,2,38,40,35.6,2,,,0,0,40000,New Jersey,Northeast Region
4992,,4,1,72,3,36.1,38.4,33.5,3,,,0,0,65000,Washington,West Region
4993,50,4,1,65,3,38.6,41.8,35.1,3,,1,0,140000,140000,Wisconsin,Midwest Region
4994,,4,2,70,2,37,39.7,34.2,2,,,0,0,100000,California,West Region
4995,50,4,2,47,3,37.5,40.1,34.7,2,,1,0,95000,170000,Washington,West Region
4996,40,3,1,31,3,39.2,41.3,37,3,,0,0,90000,180000,Maryland,South Region
4997,,3,1,53,3,38.8,40.9,36.4,3,,,0,0,1000000,Washington,West Region
4998,,1,1,46,1,38.2,41.5,34.3,2,,,0,0,2000,Pennsylvania,Northeast Region
4999,52,3,2,59,1,38.7,40.7,36.7,2,1,1,0,68000,68000,Kentucky,South Region
5000,50,2,1,61,1,37.9,41.3,34.2,2,4,1,1,58553,95593,Wisconsin,Midwest Region
5001,48,3,2,43,3,37.3,39.7,34.7,3,,1,0,47000,150000,Michigan,Midwest Region
5002,,4,1,44,3,39.8,42.2,37.3,3,,,1,11688,11688,North Carolina,South Region
5003,25,4,2,44,3,39.7,42.3,36.8,2,2,1,0,0,192,Georgia,South Region
5004,45,3,1,48,3,39.8,43,36,3,,1,0,65000,125500,Colorado,West Region
5005,48,4,1,44,2,39.3,40.9,36.9,3,,0,0,60000,120000,South Carolina,South Region
5006,20,5,2,69,1,38.7,41.5,35.8,3,,1,0,30000,95000,Maine,Northeast Region
5007,61,4,1,52,3,38.8,41,36.2,3,,1,0,99410,99410,New Jersey,Northeast Region
5008,60,5,1,51,3,38.3,40.2,36.4,3,2,1,,,,Delaware,South Region
5009,40,4,1,45,2,39.2,42.1,35.7,3,2,1,0,60000,60000,Texas,South Region
5010,46,3,1,22,3,37.9,39.6,36,3,,1,0,60000,60000,Arkansas,South Region
5011,,,1,48,,37.8,39.5,35.9,,,,,0,30000,Florida,South Region
5012,50,4,2,55,3,38.8,40.7,36.7,2,,1,0,89000,130000,Arizona,West Region
5013,,4,2,70,3,38.5,40.5,36.4,1,,,0,22000,0,Ohio,Midwest Region
5014,,2,2,25,1,40.5,43.6,36.9,1,,,0,0,,Texas,South Region
5015,40,4,2,39,3,37.7,40,35.3,3,,1,0,75000,75000,Wisconsin,Midwest Region
5016,60,4,1,48,3,39.2,41.4,36.8,3,,1,0,560000,725000,Maryland,South Region
5017,,4,1,62,1,40.2,42.8,37.3,3,,,0,0,60000,Virginia,South Region
5018,47,4,2,59,3,37.2,39.1,35,3,4,1,0,47000,47000,Minnesota,Midwest Region
5019,50,3,1,37,3,35,38.7,30.1,3,,1,0,83000,90000,Utah,West Region
5020,,5,1,65,1,38.5,41.6,34.7,2,,,0,0,8000,Missouri,Midwest Region
5021,50,4,1,32,3,38.6,41.4,35.4,2,2,1,0,85000,110000,Rhode Island,Northeast Region
5022,50,4,1,24,3,39.9,42.6,36.9,3,,1,0,40000,65000,Texas,South Region
5023,,2,2,27,1,37.8,40.2,34.8,3,,,0,0,25000,California,West Region
5024,75,4,2,48,3,36.7,38.7,34.6,3,4,1,0,75000,180000,Missouri,Midwest Region
5025,24,4,2,31,1,39.1,42,35.7,3,,1,0,39000,92000,Ohio,Midwest Region
5026,40,4,1,46,2,39.9,41.8,37.7,2,,1,0,35000,35000,Texas,South Region
5027,45,3,,28,3,38.1,40.8,34.9,3,,0,0,58000,65000,Oregon,West Region
5028,,5,2,45,3,40.4,42.7,37.5,3,,,0,1600,1600,Texas,South Region
5029,50,5,1,46,3,38.3,40.3,36.2,3,,1,0,600000,600000,Minnesota,Midwest Region
5030,65,2,2,40,2,40.4,42.7,37.5,2,2,1,0,59500,275000,Texas,South Region
5031,45,3,1,59,3,38.2,39.9,36.6,3,2,1,0,60000,85000,Pennsylvania,Northeast Region
5032,60,4,1,33,3,38.6,40.5,36.5,3,1,1,0,60000,85000,Illinois,Midwest Region
5033,40,4,1,59,2,41.9,46.2,36.2,2,,0,0,50000,75000,Alaska,West Region
5034,40,4,2,60,3,37.5,40.1,34.7,3,,1,0,157000,157000,Washington,West Region
5035,40,4,2,38,3,38.1,40.4,35.4,3,,1,0,86000,86000,California,West Region
5036,,4,2,72,2,35,38.7,30.1,2,,,0,0,67000,Utah,West Region
5037,,4,2,27,1,39.1,41,37.2,3,,,0,0,0,Tennessee,South Region
5038,40,5,3,,1,38.7,40.9,36.2,3,,1,0,,,North Dakota,Midwest Region
5039,,3,1,48,3,38.4,39.8,36.8,3,,,0,25000,0,Florida,South Region
5040,,2,1,59,3,39.6,43.2,35.2,3,,,0,0,24000,New Mexico,West Region
5041,60,4,1,66,2,39.7,42.3,36.8,1,,1,0,170000,170000,Tennessee,South Region
5042,,3,2,71,1,39,41.3,36.5,2,,,0,0,15000,Missouri,Midwest Region
5043,,3,1,61,2,37.4,39.7,34.6,3,,,0,30000,60000,New Mexico,West Region
5044,45,3,1,52,3,40.9,43.9,37.4,2,4,1,1,60000,60000,Alaska,West Region
5045,,3,1,60,1,40,42.4,37.4,2,,,0,0,30000,Texas,South Region
5046,40,2,1,75,2,38.6,40.9,35.7,1,,1,1,98000,98000,California,West Region
5047,,4,1,51,3,38.8,41,36.2,3,,,,,,New Jersey,Northeast Region
5048,20,3,2,29,3,38.4,41.3,35.2,3,,1,0,,,New York,Northeast Region
5049,,4,2,68,1,38.1,40.4,35.4,2,,,0,0,0,California,West Region
5050,40,3,2,48,3,40,43,36.6,3,,1,0,140000,350000,Georgia,South Region
5051,10,4,2,56,1,39.2,41.4,36.8,3,,1,0,75000,75000,Maryland,South Region
5052,38,3,1,38,2,38,39.8,36,2,4,0,0,,,California,West Region
5053,50,4,1,65,1,37.1,39.4,34.5,1,,1,0,150000,221000,Tennessee,South Region
5054,60,4,2,51,2,40.1,42.3,37.6,2,4,1,0,60000,100000,Texas,South Region
5055,,4,2,67,2,36.5,38.3,34.8,2,,,0,,,Florida,South Region
5056,50,4,1,63,3,38.7,40.9,36.4,3,,1,0,90000,220000,Florida,South Region
5057,,3,,,2,38.4,40.4,36.2,2,,,0,0,30000,Nevada,West Region
5058,3,4,1,37,3,38.4,41.3,35.1,3,,0,0,3000,150000,Illinois,Midwest Region
5059,55,4,1,30,3,38.8,40.9,36.4,3,,1,0,190000,190000,Washington,West Region
5060,40,3,2,42,3,39.6,42,36.9,3,,1,0,4300,4300,Oklahoma,South Region
5061,60,5,1,56,3,38.3,40.8,35.6,2,2,1,0,0,0,New Jersey,Northeast Region
5062,,4,2,37,2,36.9,38.8,35.1,3,,,0,,,New York,Northeast Region
5063,46,4,2,34,3,39.4,42.4,35.8,2,,0,0,55000,56000,Colorado,West Region
5064,24,3,1,69,3,39.1,42.1,35.8,1,,1,1,350000,500000,Michigan,Midwest Region
5065,32,4,2,44,3,37.3,39.3,35.2,3,,1,0,100000,250000,Oregon,West Region
5066,48,4,1,48,3,39.3,41.6,36.6,3,2,1,0,200000,230000,Virginia,South Region
5067,40,4,2,44,3,38.7,40.5,36.9,3,,1,0,70000,250000,New York,Northeast Region
5068,32,5,2,43,3,39.3,42.6,35.3,3,,1,0,130000,250000,Tennessee,South Region
5069,40,4,1,38,3,38,40.9,34.9,2,,0,0,100000,100000,Michigan,Midwest Region
5070,40,4,1,26,3,38.9,41.3,36.4,3,,1,0,50000,110000,Alabama,South Region
5071,40,5,1,32,2,38.5,41.5,35.5,3,,1,0,70000,270000,Massachusetts,Northeast Region
5072,40,3,2,49,3,38.7,40.5,36.9,3,,0,0,90600,170000,New York,Northeast Region
5073,,4,2,53,2,38.8,40.9,36.4,2,,,0,52000,180000,Washington,West Region
5074,80,3,1,43,2,38.1,40.4,35.4,3,1,1,0,70000,165000,California,West Region
5075,32,4,3,,3,39.1,41.7,36,3,,1,0,,,Indiana,Midwest Region
5076,38,4,2,59,3,38.9,41.4,36.3,3,,1,0,52000,54000,Virginia,South Region
5077,,5,2,35,3,39.4,42.4,35.8,3,,,0,0,150000,Colorado,West Region
5078,30,4,1,70,3,38.6,40.3,37,2,,1,1,14500,50000,Indiana,Midwest Region
5079,42,4,1,54,3,38.2,41.1,35.1,3,,0,0,72500,180000,New York,Northeast Region
5080,60,2,2,38,3,38.4,41.1,35.3,3,,0,0,65000,65000,Illinois,Midwest Region
5081,40,4,1,58,3,39.3,42.8,35,3,,1,0,70000,105000,Kentucky,South Region
5082,,3,1,36,3,37.8,41.1,34.5,2,,,1,15000,15000,Ohio,Midwest Region
5083,48,3,2,29,3,38.6,41.2,35.8,3,,1,0,41000,121000,Ohio,Midwest Region
5084,,4,2,57,3,37.5,40.1,34.7,3,,,0,,,Washington,West Region
5085,48,3,2,39,3,37.3,39.4,35.2,3,,1,0,72900,120900,Florida,South Region
5086,55,4,2,32,3,38.5,40.5,36.4,3,,1,0,90000,180000,Ohio,Midwest Region
5087,40,3,2,35,3,38.7,41.3,35.6,2,,0,0,27000,54000,Virginia,South Region
5088,,3,2,47,1,38.6,40.9,35.7,3,,,0,20000,60000,California,West Region
5089,10,3,2,21,2,38,40.2,35.9,3,4,1,0,4000,150000,Ohio,Midwest Region
5090,,3,1,61,2,39.6,42.3,36.7,2,,,0,36000,36000,Tennessee,South Region
5091,,2,2,60,3,38.3,41.3,35,2,,,0,0,65000,West Virginia,South Region
5092,50,3,1,52,3,38.7,40.6,36.5,3,,1,0,0,0,North Carolina,South Region
5093,40,3,1,40,3,37.8,41.3,33.3,3,,0,0,63000,63000,Idaho,West Region
5094,57,4,1,46,3,39.1,42,36,1,4,1,0,75000,75000,New York,Northeast Region
5095,45,4,2,32,3,39,41.7,36.1,2,,1,0,65000,120000,Pennsylvania,Northeast Region
5096,20,4,1,74,3,38.8,41.2,36.1,1,,1,0,800000,800000,New Hampshire,Northeast Region
5097,70,3,1,32,3,37.3,39.5,35,3,2,1,0,60000,60000,Rhode Island,Northeast Region
5098,,5,1,34,3,38.5,40.5,36.4,3,,,0,44000,144000,Ohio,Midwest Region
5099,,4,2,68,2,38.6,42.3,34.5,2,,,0,0,90000,Michigan,Midwest Region
5100,10,5,1,51,3,37.9,40.6,34.6,3,,1,0,9500,75000,Michigan,Midwest Region
5101,18,3,1,49,3,37.9,39.9,35.6,3,4,1,0,15000,15000,Nevada,West Region
5102,44,4,2,63,3,38.3,40.9,35.6,1,,0,0,40000,45000,Pennsylvania,Northeast Region
5103,40,4,3,60,2,38.4,40.4,36.4,3,,1,0,,,Alabama,South Region
5104,60,3,1,47,3,39.2,42.3,35.8,3,2,1,0,130000,200000,New Jersey,Northeast Region
5105,35,4,1,69,1,37.9,39.7,36,3,,1,0,34000,50000,Arizona,West Region
5106,56,4,1,27,3,43.1,46.9,37.9,3,,0,0,50000,60000,California,West Region
5107,65,4,2,33,1,38,40,35.6,3,4,1,0,15000,15000,New Jersey,Northeast Region
5108,,3,2,57,3,37.7,40.3,35,3,,,0,0,155000,Michigan,Midwest Region
5109,55,5,2,54,3,38.8,40.7,36.7,3,,1,0,65000,250000,Arizona,West Region
5110,80,3,1,41,2,37.5,39.5,35.2,3,1,1,1,27000,34000,New York,Northeast Region
5111,49,3,2,39,3,39.2,41.1,37,2,,1,0,45000,90000,Florida,South Region
5112,,4,2,64,3,37.2,40.4,33.8,3,,,0,8000,40000,Michigan,Midwest Region
5113,20,5,2,65,3,38,40.2,35.9,2,4,1,0,95000,144000,Ohio,Midwest Region
5114,,3,2,52,3,39.6,42,36.9,1,,,0,0,0,Oklahoma,South Region
5115,38,3,2,38,3,33.7,36.5,31.1,2,,1,0,34500,34500,Massachusetts,Northeast Region
5116,40,4,1,64,3,39.4,41.9,36.5,1,,1,0,32000,65000,Tennessee,South Region
5117,,3,2,76,2,39.1,41.1,37.2,2,,,0,0,0,Georgia,South Region
5118,45,3,2,32,2,38.3,40.3,36.2,3,,1,0,54000,54000,Minnesota,Midwest Region
5119,,3,2,24,1,38,40.2,35.9,3,,,0,,,Ohio,Midwest Region
5120,40,4,1,34,3,40.5,43,37.7,3,,1,0,75000,135000,Texas,South Region
5121,,5,1,79,3,39.7,42.3,36.8,3,,,0,0,165000,Georgia,South Region
5122,,4,1,74,1,39.2,41.7,36.4,2,,,0,0,78000,Florida,South Region
5123,50,4,2,62,3,39.3,42.2,36.1,2,,1,0,120000,200000,New Jersey,Northeast Region
5124,50,5,2,57,3,40.4,42.7,37.5,1,,1,0,333000,750000,Texas,South Region
5125,,4,2,36,2,38.7,41.8,35.4,3,,,0,0,,Minnesota,Midwest Region
5126,,4,1,71,2,40.1,41.5,38.9,2,,,0,0,110000,District of Columbia,South Region
5127,,4,1,64,3,37.4,40.5,34.1,1,,,0,0,120000,Alabama,South Region
5128,65,5,1,34,3,37.5,40.1,34.7,3,,0,0,250000,250000,Washington,West Region
5129,40,3,1,28,3,37.8,40,35.5,3,,0,0,48500,100000,Ohio,Midwest Region
5130,45,4,3,33,3,38,39.8,36,3,,1,0,120000,240000,California,West Region
5131,60,3,2,53,2,38.8,41.1,36.2,3,1,0,0,110000,173000,Colorado,West Region
5132,,3,1,65,2,39.2,41.1,37.2,3,,,0,0,0,Florida,South Region
5133,,3,1,63,3,41.9,46.2,36.2,2,,,0,110000,200000,Alaska,West Region
5134,40,3,1,34,3,38.8,40.9,36.4,3,2,0,0,,,Washington,West Region
5135,,3,2,48,1,37.5,39.4,35.5,3,,,0,0,55000,Arizona,West Region
5136,,2,2,51,1,39.1,41.5,36.5,3,,,0,0,0,Iowa,Midwest Region
5137,48,3,1,48,3,37.6,39.7,34.9,3,2,0,0,43000,43000,California,West Region
5138,60,3,2,25,3,37.5,40.1,34.7,3,4,0,0,28000,28000,Washington,West Region
5139,53,3,1,39,3,37.8,39.6,35.9,3,,0,0,60000,60000,Wisconsin,Midwest Region
5140,40,3,2,65,1,38,40,35.6,3,,1,0,102238,102238,New Jersey,Northeast Region
5141,,5,2,32,3,37.5,39.4,35.5,3,,,0,33000,75000,Arizona,West Region
5142,50,4,1,41,3,38.6,40.6,36.2,3,,1,0,250000,400000,California,West Region
5143,30,3,1,35,2,37.9,39.6,35.9,3,,1,0,0,0,California,West Region
5144,60,4,1,62,1,39.8,42.2,37.3,3,,1,0,300000,400000,North Carolina,South Region
5145,20,3,1,68,2,39.3,42.3,35.9,1,2,1,0,0,,Kansas,Midwest Region
5146,20,3,2,46,2,38.6,40.7,36.2,3,,1,0,7000,10000,Missouri,Midwest Region
5147,,4,2,47,2,39.2,42.2,36.1,2,,,0,23000,24000,Virginia,South Region
5148,10,3,2,63,1,38.8,40.9,36.4,2,,1,0,40000,140000,Washington,West Region
5149,49,3,2,50,1,39.3,41.7,36.6,2,1,1,0,33500,62400,Oklahoma,South Region
5150,,4,2,63,2,38.2,40.9,35,2,,,0,0,145000,Washington,West Region
5151,45,3,2,26,3,38,40.4,35.6,3,,1,0,118000,118000,Ohio,Midwest Region
5152,40,3,2,62,3,39.3,42.5,35.8,1,,0,0,20000,50000,Wisconsin,Midwest Region
5153,45,2,1,53,1,39.1,41,37.2,3,,0,0,39000,39000,Tennessee,South Region
